source,contenu,source_date
"Prévisibilité pour les États membres et procédures de résolution des contentieux lors de la mise à disposition des ressources propres traditionnelles, de la ressource propre fondée sur la TVA et de la ressource propre fondée sur le RNB (A9-0347/2021 - José Manuel Fernandes, Valérie Hayer)
14-12-2021","J’ai voté en faveur de ce rapport que j’ai porté aux côtés de mon co-rapporteur, José-Manuel Fernandes, et qui définit des procédures de résolutions de disputes dans le cadre des ressources propres.
Notre objectif, depuis les premières négociations sur le plan de relance européen, est de pousser l’Union à se doter des capacités de financement nécessaires au remboursement de la relance sans faire porter celui-ci par les citoyens européens ni par les programmes de l’Union (PAC et Erasmus par exemple).
Ce vote permet de s’assurer que les sanctions pour retards de paiements de États restent suffisamment dissuasives.",14-12-2021
"Instrument relatif aux marchés publics internationaux (A9-0337/2021 - Daniel Caspary)
14-12-2021","J’ai voté en faveur de ce texte visant à rétablir une réciprocité entre l’Union européenne et les pays tiers dans les accords internationaux. Les entreprises européennes font souvent l’objet d’une discrimination lorsqu’elles proposent leurs produits et services aux institutions publiques d’autres pays. À titre d’exemple, les marchés publics de l’Union européenne sont ouverts à 85 % alors que les marchés américains seulement à 32 % et les marchés japonais à 27%. Ce texte permet donc d’en finir avec notre naïveté et assure notre crédibilité pour être cohérent avec notre objectif de construire notre autonomie stratégique.",14-12-2021
"Mobilisation du Fonds européen d’ajustement à la mondialisation: demande EGF/2021/001 ES/País Vasco metal - Espagne (A9-0319/2021 - Eider Gardiazabal Rubial)
25-11-2021","J’ai voté en faveur de cette demande de mobilisation du Fonds Européen d’Ajustement pour venir en aide à 300 travailleurs licenciés dans le secteur de la métallurgie en Espagne.
Les mesures de confinements strictes mises en œuvre en Espagne au deuxième trimestre 2020 ont entraîné une réduction des activités économiques et des services non essentiels, ce qui a durement touché le secteur des métaux. Lorsque les mesures de confinement ont été assouplies, le secteur de la métallurgie a continué à souffrir de pénuries de fournitures et de matières premières, de difficultés à adapter les installations aux protocoles anti-COVID 19, de contagions et de confinement des travailleurs, ou de problèmes de mobilité.
Ainsi, l’impact couplé de la pandémie et de la mondialisation rend éligible ces travailleurs à ce Fonds européen pour aider à leur réinsertion professionnelle.",25-11-2021
"Introduction d’un passeport européen de sécurité sociale pour améliorer la mise en application numérique des droits de sécurité sociale et d’une mobilité équitable (B9-0551/2021)
25-11-2021","J’ai voté en faveur de cette résolution du Parlement se prononçant sur l’étendue du passeport européen de sécurité sociale. Dans le cadre du retrait par la Commission, en mars dernier, des travaux législatifs sur la question, nous avons émis cette résolution avec un double objectif : interroger la Commission sur les raisons qui l’ont conduite à ne pas poursuivre ses travaux et lui demander de présenter une proposition législative sur le passeport européen de sécurité sociale avant la fin 2022. Nous souhaitons que ce futur passeport facilite et garantisse une mobilité équitable des travailleurs, permette de lutter contre la fraude et améliore l’application des règlementations européennes. Ce passeport simplifiera les interactions entre les différentes parties prenantes. Il permettra en particulier de vérifier en temps réel le lieu de travail des travailleurs mobiles, leur identité et relation de travail ainsi que leurs prestations de sécurité sociale",25-11-2021
"Procédure budgétaire 2022: projet commun (A9-0326/2021 - Karlo Ressler, Damian Boeselager)
24-11-2021","J’ai voté en faveur du projet de budget de l’Union européenne pour l’année 2022, fruit de longues négociations. Dans ces négociations, nous avons a réussi à obtenir un montant global de 169.5 milliards d’euros pour l’année 2022. Nous sommes parvenus à remporter plusieurs victoires majeures sur nos priorités politiques. Ainsi, cet accord permettra d'accélérer la vaccination mondiale via le programme « COVAX"" en fournissant des doses et un soutien logistique sur le terrain. Il s'agissait là de notre priorité n°1. Les négociations ont également permis d'augmenter le budget de plusieurs programmes de l’UE parmi lesquels : « Erasmus », « EU4Health » ; ou encore le programme « LIFE » pour l’action climatique en Europe. Nous avons également réussi à faire augmenter l’aide humanitaire et le fonds pour l’Asile et l’immigration pour faire face notamment à la crise afghane et venir en aide aux réfugiés syriens.",24-11-2021
"Projet de budget rectificatif n° 5/2021: aide humanitaire aux réfugiés en Turquie (A9-0327/2021 - Pierre Larrouturou)
24-11-2021","J’ai voté en faveur de ce projet de rapport qui s’inscrit dans le cadre du vote du budget 2022. Le « budget rectificatif » N°5 est destiné à adapter le budget 2021 en faveur des réfugiés syriens et au-delà et leurs communautés d’accueil. Ce « paquet » de 325 Millions d’euros servira à renforcer le filet de sécurité sociale d'urgence (ESSN) en Turquie jusqu’au début de l’année 2023, conçu pour aider les réfugiés les plus vulnérables à payer les choses dont ils ont le plus besoin. Les familles réfugiées reçoivent actuellement 155 livres turques (environ 16 €) par mois et par membre de famille, ce qui leur permet de décider elles-mêmes comment couvrir les besoins essentiels comme le loyer, le transport, les factures, la nourriture et les médicaments. La carte ESSN n'est pas seulement une carte de paiement, c'est une reconnaissance que, malgré leurs difficultés, les réfugiés ont le droit de choisir comment gérer leur vie. Ce programme affecte également positivement les communautés d'accueil en permettant aux réfugiés de participer à la vie quotidienne de la communauté et de contribuer à l'économie locale.",24-11-2021
"Projet de budget rectificatif nº 6/2021: doses supplémentaires de vaccin en faveur des pays à revenu faible et à revenu intermédiaire de la tranche inférieure, renforcement du MPCU et autres ajustements des dépenses et des recettes (A9-0329/2021 - Pierre Larrouturou)
24-11-2021","J’ai voté en faveur de ce projet de rapport qui s’inscrit dans le cadre du vote du budget 2022. Le « budget rectificatif » N°6 est destiné à adapter le budget 2021 afin de de fournir des crédits supplémentaires pour accélérer les vaccinations mondiales. Notamment, il permet le financement de 200 millions de doses supplémentaires, une promesse annoncée par Ursula Von der Leyen lors de son discours sur l’état de l’Union. Ce budget permet également de protéger les civils en danger dans plusieurs parties du monde comme en Haïti après le récent tremblement de terre, ou en Afghanistan.",24-11-2021
"Une stratégie pharmaceutique pour l’Europe (A9-0317/2021 - Dolors Montserrat)
24-11-2021","J’ai voté, à l’instar de mes collègues Renew, en faveur de cette stratégie qui s’inscrit dans le cadre de la crise du Covid-19 et adresse les difficultés d’approvisionnement au sein de l’UE.
Le 25 novembre 2020, la Commission européenne avait présenté une stratégie mettant en exergue les difficultés d’approvisionnement au sein de l’Europe et la nécessité d’y remédier, notamment en abordant la question du cycle complet des médicaments - la recherche, les essais, l’autorisation de mise sur le marché, la consommation et l’élimination. Cette stratégie comporte également le renforcement de la transparence du prix des médicaments et insiste sur la production de médicaments durables.",24-11-2021
"Politique agricole commune: financement, gestion et suivi (A8-0199/2019 - Ulrike Müller)
23-11-2021","J’ai voté avec l’ensemble de la délégation Renaissance en faveur des trois rapports (Jahr, Müller et Andrieu) concernant la nouvelle Politique Agricole Commune. La nouvelle PAC prévoit de consacrer des moyens significativement plus importants à l’ambition environnementale, tout en préservant sa dimension économique. Premièrement, cette nouvelle PAC renforce le paiement redistributif (qui permet de doter les premiers hectares de chaque exploitation d’un montant plus élevé, et agit donc en faveur des petites et moyennes exploitations). Deuxièmement, elle ouvre la porte à une reconnaissance des actifs agricoles, et pas seulement des hectares, dans le versement des aides. Enfin, elle prévoit la mise en cohérence obligatoire des plans stratégiques nationaux avec les législations environnementales de l’UE et l’alignement avec les objectifs de « Farm to Fork » et de la stratégie biodiversité au fur et à mesure qu’ils seront déployés législativement. Certes le texte est le résultat d’un difficile compromis au sein du Parlement et avec le Conseil, le rendant nécessairement imparfait. Cependant, un rejet signifierait repartir de zéro, sans certitude d’aboutir à un accord meilleur au bout d’une procédure de plusieurs années, pendant laquelle il n’y aurait d’autre choix que de reconduire la PAC actuelle avec toutes ses limites.",23-11-2021
"L’avenir des relations UE–États-Unis (A9-0250/2021 - Tonino Picula)
06-10-2021","J’ai voté en faveur de ce projet de rapport qui s’inscrit dans le cadre de la relance des relations entre l’UE et les USA initiée par le sommet du 15 juin 2021 qui a fixé un programme conjoint de coopération. Le texte couvre un large panel de sujets et réaffirme le soutien du Parlement à un partenariat transatlantique fort. Les relations interparlementaires sont également mises en avant dans le texte qui appelle à des liens plus forts entre les membres du Parlement et ceux du Congrès ainsi qu’entre les membres des parlements nationaux européens et leurs homologues au niveau des 50 États fédéraux américains. Autre point saillant du projet de rapport, le rappel du caractère fondamental de l’OTAN et de son rôle primordial pour la sécurité et la stabilité du continent.",06-10-2021
"État des capacités de cyberdéfense de l’Union (A9-0234/2021 - Urmas Paet)
06-10-2021","J’ai voté en faveur de ce rapport qui fait état des faibles capacités de cyber défense de l’Union et souligne l’importance pour les États membres de se doter d’une véritable force de résilience vis à vis de ces nouvelles menaces. En matière de résilience, le rapport souligne deux faiblesses : la fragmentation et la complexité actuelles de l'architecture cybernétique globale au sein de l'UE d'une part et une absence de stratégie commune dans le domaine du cyber espace d'autre part. Le rapport propose également un certain nombre de recommandations en vue de combler ces faiblesses parmi lesquelles : un partage accru d’information entre les États membres afin de constituer un réseau européen rapide pour détecter et contrer les attaques ; un investissement massif afin de procéder à des recrutements de personnels qualifiés (analystes, experts en cyber criminalité etc.) ; un investissement dans la recherche afin de développer des technologies de pointe pour faire face aux attaques. Le rapport insiste également sur la nécessité d’une coopération renforcée entre l’UE et l’OTAN pour fluidifier la transmission d’informations et échanger les bonnes pratiques.",06-10-2021
"Accord de partenariat UE/Groenland et Danemark dans le domaine de la pêche durable (A9-0233/2021 - Pierre Karleskind)
05-10-2021",J’ai voté en faveur de ce rapport porté par mon collègue Pierre Karleskind. Celui-ci comprend un accord et un protocole permettant à 12 navires européens de pêcher dans les eaux groenlandaises moyennant une contribution financière annuelle de l’UE. Le protocole s’applique pour une durée de 4 ans renouvelable pour 2 ans. Il s’agit là d’un accord et d’un protocole essentiels compte tenu des relations étroites entre le Groenland et l’UE ainsi que de l’emplacement stratégique du Groenland en Arctique. Ce rapport s’accompagne également d’une résolution non contraignante qui comprend une série de demandes et de recommandations du Parlement à l’attention de la Commission sur la meilleure manière d’assurer une gestion durable des pêches dans le cadre de cet accord.,05-10-2021
"Situation en Afghanistan (RC-B9-0455/2021, B9-0433/2021, B9-0453/2021, B9-0455/2021, B9-0458/2021, B9-0459/2021, B9-0460/2021, B9-0462/2021)
16-09-2021","À l’instar de mes collègues Renaissance, j’ai voté en faveur de cette résolution portée par Renew et adoptée à une large majorité par le Parlement. Avec cette résolution, nous alertons une nouvelle fois sur la situation du pays après les bouleversements tragiques de cet été et mettons notamment l’accent sur les droits des femmes et des filles, dont on sait qu’elles seront les premières victimes du régime taliban réinstauré. Les propositions formulées dans le rapport s’articulent autour de 3 points : les conséquences de cette crise pour la défense et l’autonomie stratégique de l’Union compte tenu de l’attitude des États-Unis dans cette crise, la lutte contre le terrorisme et la nécessaire coopération entre les services de renseignements nationaux et enfin la poursuite de l’aide humanitaire. En commission des budgets, je serai particulièrement impliquée sur ce dernier point et proposerai notamment une hausse substantielle de l’aide humanitaire (au minimum 150 millions d’euros) pour aider les Afghanes et les Afghans à faire face à cette crise.",16-09-2021
"Liberté des médias et nouvelle détérioration de l'état de droit en Pologne (B9-0461/2021, B9-0463/2021)
16-09-2021","J’ai voté en faveur de cette proposition de résolution qui s’inscrit dans la droite ligne de nos engagements en faveur du respect de l’État de droit dans les pays membres. Cette résolution fait suite à une nouvelle attaque contre les libertés en Pologne, cette fois-ci celle des médias. Le gouvernement polonais a en effet fait adopter un texte qui prévoit d’interdire de licence de diffusion les entreprises de médias détenues majoritairement par des acteurs non européens. Cela aura notamment des impacts sur la chaîne TVN-24 (qui appartient au groupe américain Discovery) et dont on sait qu’elle est particulièrement critique du gouvernement. Cette résolution, largement adoptée, reflète bien la volonté du Parlement d’un engagement européen fort sur la question des droits fondamentaux, qu’il s’agisse de ceux de la communauté LBGTI, de l’indépendance de la justice ou de la liberté des médias.",16-09-2021
"Projet de budget rectificatif nº 1/2021: réserve d'ajustement au Brexit (A9-0263/2021 - Pierre Larrouturou)
15-09-2021","J’ai voté en faveur de la création de ce fonds pour lequel j’ai été rapporteure au sein de la commission des budgets. Ce fonds de 5 milliards d’euros vise à soutenir les États membres et les secteurs impactés par le Brexit afin de faire face aux conséquences économiques et sociales. La proposition initiale de la Commission était trop déséquilibrée dans sa répartition des fonds entre les États. J’ai donc négocié plusieurs semaines durant en commission BUDG pour introduire une clé de répartition plus équitable qui prenne mieux en compte l’impact réel du Brexit sur les économies européennes. Parmi les autres avancées obtenues et votées ensuite en commission REGI puis ici en plénière: une extension de la période de référence qui couvrira les dépenses encourues dans les États membres du 1er janvier 2020 au 31 décembre 2023, le versement du préfinancement (80 % de la Réserve) en trois tranches, l’établissement de principes horizontaux (état de droit, pacte vert, socle des droits sociaux ou encore égalité des genres) que les mesures financées par la Réserve doivent respecter. À l’issue du vote et des modifications apportées par les eurodéputés, la France bénéficiera d’un montant total de 672 millions d’euros soit 276 millions de plus par rapport à la dotation initiale proposée par la Commission.",15-09-2021
"Réserve d’ajustement au Brexit (A9-0178/2021 - Pascal Arimont)
15-09-2021","J’ai voté en faveur de la création de ce fonds pour lequel j’ai été rapporteure au sein de la commission des budgets (BUDG). Ce fonds de 5 milliards d’euros vise à soutenir les États membres et les secteurs impactés par le Brexit afin de faire face aux conséquences économiques et sociales. La proposition initiale de la Commission était trop déséquilibrée dans sa répartition des fonds entre les États. J’ai donc négocié plusieurs semaines durant en commission BUDG pour introduire une clé de répartition plus équitable, qui prenne mieux en compte l’impact réel du Brexit sur les économies européennes. Parmi les autres avancées obtenues et votées ensuite en commission REGI puis ici en plénière: une extension de la période de référence qui couvrira les dépenses encourues dans les États membres du 1er janvier 2020 au 31 décembre 2023, le versement du préfinancement (80 % de la réserve) en trois tranches, l’établissement de principes horizontaux (État de droit, pacte vert, socle des droits sociaux ou encore égalité des genres) que les mesures financées par la réserve doivent respecter. À l’issue du vote et des modifications apportées par les eurodéputés, la France bénéficiera d’un montant total de 672 millions d’euros, soit 276 millions de plus par rapport à la dotation initiale proposée par la Commission.",15-09-2021
"Une nouvelle stratégie UE–Chine (A9-0252/2021 - Hilde Vautmans)
15-09-2021","J’ai voté en faveur de ce rapport qui présente les attentes du Parlement concernant cette nouvelle stratégie. Les eurodéputés avaient déjà exprimé l’an dernier leurs craintes et leurs attentes quant au respect des droits fondamentaux et à la désinformation en Chine. Dans ce rapport, nous formulons ici plusieurs piliers autour desquels l’UE doit faire reposer sa stratégie, en particulier la coopération dans les défis mondiaux, l’engagement de la Chine sur le respect des droits fondamentaux ou encore la défense de nos intérêts européens. Point également crucial, le Parlement rappelle sa position quant à l’accord global sur les investissements qui n’obtiendra pas notre ratification tant que les sanctions chinoises contre des élus et institutions européennes n’auront pas été levées. De même, nous réaffirmons qu’il est hors de question que les entreprises qui exploitent les populations ouighours dans le Xinjiang puissent commercialiser leurs produits dans l’espace de l’Union européenne et appelons la Commission à la plus grande fermeté sur cette question.",15-09-2021
"Des conditions de travail, des droits et une protection sociale justes pour les travailleurs de plateformes - nouvelles formes d'emploi liées au développement numérique (A9-0257/2021 - Sylvie Brunet)
15-09-2021","J’ai voté en faveur de ce rapport porté par ma collègue Renaissance Sylvie Brunet qui vise à améliorer la situation des employés de plateformes, actuellement confrontés à des conditions de travail trop peu encadrées et à une protection trop faible. Ce rapport, adopté à une large majorité sur la plupart des bancs du Parlement vise ainsi entre autres choses à permettre un accès renforcé à la protection sociale, à la négociation collective et à la formation notamment pour les personnes les moins qualifiées. Nous serons attentifs à ce que la proposition de la Commission sur le sujet, attendue pour le mois de décembre, reprenne les priorités mise en avant par ma collègue dans ce rapport.",15-09-2021
"Vers un renforcement du partenariat avec les régions ultrapériphériques de l’Union (A9-0241/2021 - Stéphane Bijoux)
14-09-2021","J’ai voté en faveur de ce rapport d’initiative porté par mon collègue Renaissance Stéphane Bijoux qui vise à conforter les liens entre l’Union européenne et ses territoires ultrapériphériques. Ce rapport intervient en amont de la présentation, par la Commission, d’une nouvelle stratégie en la matière et vise notamment à protéger, développer et valoriser nos territoires ultramarins. Ces territoires présentent d’immenses richesses matérielles et humaines et le soutien européen doit être adapté à leurs spécificités. Nous avons ainsi, entre autres, appelé dans ce rapport à faciliter l’emploi et l’insertion, à améliorer la connectivité pour faire face à l’éloignement et à favoriser l’économie bleue.",14-09-2021
"Droits des personnes LGBTIQ dans l'Union (B9-0431/2021)
13-09-2021","J’ai voté en faveur de cette résolution proposée par Renew et qui s’inscrit dans la droite ligne de nos engagements en faveur de l’État de droit et en particulier des droits des personnes LGBTI. Cette résolution, qui constitue la première position du Parlement en amont de la présentation par la Commission de sa stratégie pour l’égalité LGBTIQ, vise notamment à imposer la reconnaissance des familles LGBTIQ dans l’ensemble des États membres. Avec ce texte, nous avons souhaité mettre fin à l’injustice que subissent les personnes LGTIQ qui perdent leur statut de famille lorsqu’elles entrent sur le territoire d’un État qui ne reconnait pas la validité de leur contrat de mariage ou de l’acte de naissance de leur enfant.",13-09-2021
"Violations du droit de l’UE et des droits des citoyens LGBTQI en Hongrie par suite de l’adoption de modifications de la législation au Parlement hongrois (B9-0412/2021, B9-0413/2021)
08-07-2021","J’ai voté en faveur de cette résolution portée par Renew Europe et très largement adoptée par le Parlement qui fait suite à la loi hongroise interdisant la « promotion » de l’homosexualité auprès des plus jeunes. En faisant adopter cette loi, Viktor Orbán s’est, une fois de plus, moqué ouvertement des valeurs européennes et la résolution propose ainsi une liste ambitieuse d’actions à mettre en place par la Commission pour les faire respecter. Avec mes collègues Karleskind et Keller, nous avons également souhaité ajouter à la résolution une suspension des fonds hongrois tant que la loi serait en vigueur, ainsi que le déclenchement du mécanisme de conditionnalité en place depuis le 1er janvier 2021.",08-07-2021
"Dialogues citoyens et participation des citoyens au processus décisionnel de l'Union européenne (A9-0213/2021 - Helmut Scholz)
07-07-2021","J’ai voté en faveur de ce rapport adopté par la plupart des groupes politiques du Parlement. Ces dernières années ont vu grandir la volonté des Européens d’être impliqués de manière plus directe dans la vie politique et la prise de décision européenne. Ce rapport vise donc d’une part à améliorer les outils de participation citoyenne dont dispose actuellement l’Union et à tendre, d’autre part, vers plus de démocratie participative. Ce rapport est donc un pas important dans la reconstruction d’un lien de confiance entre les citoyens et leurs représentants européens ainsi que dans leur implication dans la vie de l’Union.",07-07-2021
"Coopération UE-OTAN dans le cadre des relations transatlantiques (A9-0192/2021 - Antonio López-Istúriz White)
07-07-2021","J’ai voté en faveur de ce rapport qui rappelle l’ambition de l’UE d’être un acteur de premier plan pour la paix et la sécurité mondiale et réaffirme le soutien du Parlement à la relation transatlantique. Cette relation cruciale depuis les deux guerres mondiales se voit aujourd’hui confrontée à de nouveaux défis de taille : la lutte contre le terrorisme, la réponse aux pandémies, la conquête spatiale et, bien entendu, le changement climatique. Face à ces défis, aucun État ne peut agir seul, le rapport prône donc un renforcement de notre relation avec nos alliés transatlantiques. Il appelle également les États à adopter une position coordonnée face aux récentes politiques agressives en Chine et en Russie. Enfin, il souligne que la poursuite de l’autonomie stratégique de l’UE ne signifie pas un affaiblissement de l’OTAN mais au contraire un renforcement de la sécurité transatlantique et la complémentarité avec les capacités de l’OTAN.",07-07-2021
"Élaboration de lignes directrices relatives à l’application du régime général de conditionnalité pour la protection du budget de l’Union (A9-0226/2021 - Eider Gardiazabal Rubial, Petri Sarvamaa)
07-07-2021","J’ai voté en faveur de ce rapport qui vise à établir des lignes directrices pour la Commission européenne pour l’application du mécanisme de conditionnalité à l’État de droit. Malgré mon vote en faveur du texte, je me suis toujours opposée, de même que l’ensemble du groupe Renew Europe, à l’élaboration de ces lignes directrices qui ne sont ni nécessaires ni utiles au vu de l’accord voté sur le mécanisme de conditionnalité car elles n’ont malheureusement pas de valeur légale et sont utilisées comme une excuse par certains pays pour repousser l’application de ce mécanisme. Avec mes collègues Pierre Karleskind et Fabienne Keller nous avons donc été à la manœuvre pour tenter de tirer un résultat satisfaisant de ce rapport. Parmi les points que nous avons poussés : la nécessité de mettre en place un lien direct et systématique entre le rapport annuel de la Commission sur l’Etat de droit et le déclenchement du mécanisme de conditionnalité d’une part et la mise en place d’un système clair pour que les citoyens, ONG et société civile puissent signaler à la Commission les violations de l’État de droit dans leur pays.",07-07-2021
"Projet de budget rectificatif n° 3/2021: excédent de l’exercice 2020 (A9-0218/2021 - Pierre Larrouturou)
06-07-2021","J’ai voté en faveur de ce rapport qui vise à intégrer le surplus du budget 2020 dans le budget 2021. Le surplus s’élève à 1 768 617 610 euros, dont 268 millions provenant des amendes de la politique de concurrence et autres sanctions financières.",06-07-2021
"Agence des droits fondamentaux de l’Union européenne (A9-0227/2021 - Lukas Mandl)
06-07-2021","J’ai voté en faveur de ce rapport qui constitue la position du Parlement sur le règlement du Conseil portant réforme au mandat de l’Agence des droits fondamentaux de l’UE. Au vu des récentes attaques survenues contre les droits fondamentaux en Europe, le renforcement de l’Agence était une nécessité et a été soutenu par la majorité des groupes politiques du Parlement. Notre groupe Renew Europe a par ailleurs participé à améliorer la proposition initiale de la Commission que nous jugions trop faible. Nous avons ainsi défendu deux propositions : la possibilité pour l’Agence d’intervenir sur l’ensemble des domaines de compétences de l’UE et d’émettre des avis de sa propre initiative.",06-07-2021
"Fonds européen pour les affaires maritimes, la pêche et l'aquaculture (A9-0222/2021 - Gabriel Mato)
06-07-2021",J’ai voté en faveur de cette proposition de règlement qui vise à fixer les nouveaux objectifs environnementaux et économiques pour le secteur de la pêche et à accompagner les acteurs dans la poursuite de ces objectifs. La nouvelle version du fonds est dotée d’une enveloppe de plus de 6 milliards d’euros et permettra notamment de soutenir activement les secteurs de la pêche et de l’aquaculture en cas de crise.,06-07-2021
"Protection des intérêts financiers de l'UE - lutte contre la fraude - rapport annuel 2019 (A9-0209/2021 - Caterina Chinnici)
06-07-2021","J’ai voté en faveur de ce rapport qui vise à évaluer les risques de détournement des fonds européens et à décrire les mesures mises en place pour y remédier. Parmi les éléments abordés par le rapport annuel 2019 : les mesures anti-fraude prises au niveau européen et des États membres, la lutte contre la corruption et les conflits d’intérêts ainsi que la création du Parquet européen. Ce rapport et l’évaluation de ces mesures sont d’autant plus cruciaux que l’Union s’apprête à verser des millions aux États membres au titre du plan de relance et que nous devons nous assurer que l’ensemble des pays auront un usage des fonds alloués conforme à nos droits et valeurs. Notre groupe Renew Europe est particulièrement attentif à cette question comme nous l’avons très récemment fait savoir dans un courrier adressé à la Présidente de la Commission où nous avons demandé à ce que le plan de relance hongrois ne soit pas validé sans garantie sérieuse quant à la l’usage des fonds.",06-07-2021
"Stratégie de cybersécurité de l’Union pour la décennie numérique (B9-0305/2021)
10-06-2021","J’ai voté en faveur de cette résolution qui fait suite à la présentation par la Commission européenne de sa stratégie relative à la cybersécurité de l’UE de décembre 2020. L’accélération de la numérisation et la multiplication des attaques, survenues jusque dans l’actualité récente contre des entreprises ou des services hospitaliers, ont mis l’Europe face à la nécessité d’élaborer une stratégie cyber efficace et ambitieuse. Tout en saluant les initiatives de la Commission, le texte rappelle la nécessité d’accroître les efforts concernant le partages des vulnérabilités, la formation de personnels spécialisés ou la sensibilisation au sujet de la cybersécurité dans son ensemble. La résolution porte par ailleurs une attention particulière aux PME en leur apportant notamment des fonds dédiés pour la mise en place d’un système cyber.",10-06-2021
"Situation de l’état de droit dans l’Union européenne et application du règlement (UE, Euratom) 2020/2092 relatif à la conditionnalité (B9-0317/2021, B9-0319/2021, B9-0320/2021)
10-06-2021","J’ai contribué à la rédaction de cette résolution largement adoptée par le Parlement européen. Dans ce texte, les eurodéputés adressent une menace de mise en demeure à la Commission européenne si celle-ci venait à ne pas respecter ses obligations vis-à-vis de l’application du mécanisme d’état de droit. Le mécanisme est entré pleinement en vigueur au 1er janvier 2021 et la Commission dispose maintenant de deux mois pour entreprendre les actions nécessaires au respect de l’état de droit en Europe. Passé ce délai, le Parlement déclenchera, auprès de la Cour de justice de l’Union européenne, une procédure de recours en manquement, au titre de l’article 265 du traité sur le fonctionnement de l’Union européenne.",10-06-2021
"Contrôle du Parlement sur l'évaluation en cours, par la Commission et le Conseil, des plans nationaux pour la reprise et la résilience (RC-B9-0331/2021, B9-0331/2021, B9-0333/2021, B9-0334/2021, B9-0335/2021, B9-0337/2021, B9-0338/2021)
10-06-2021","J’ai activement soutenu l’élaboration de cette résolution sur le droit du Parlement à être informé et impliqué dans l’évaluation en cours des plans de relance nationaux. Dans cette résolution largement adoptée par les députés, le Parlement souhaite s’assurer que l’ensemble des plans respectent bien les cibles écologique et numérique fixées au niveau européen ainsi que les engagements sur des sujets majeurs tels que la jeunesse ou l’investissement pour une croissance durable. La Commission devra prendre en compte les observations et évaluations du Parlement avant de rendre ses premières conclusions aux États en juin.",10-06-2021
"Promouvoir l’égalité entre les hommes et les femmes dans l’éducation et le monde du travail dans les domaines des sciences, des technologies, de l’ingénierie et des mathématiques (A9-0163/2021 - Susana Solís Pérez)
10-06-2021","J’ai voté en faveur de ce rapport qui souhaite promouvoir et accroître la place des femmes dans les métiers scientifiques. Il invite ainsi les États membres, le Conseil et la Commission à accentuer leurs efforts pour permettre l’accès des femmes aux formations et études scientifiques ainsi qu’aux postes d’ingénieures et aux places au sein des conseil d’administration. Le rapport touche également au point essentiel du développement de l’intelligence artificielle et à la nécessité d’intégrer des femmes aux processus de création des algorithmes afin d’éviter tous biais sous-jacents.",10-06-2021
"Certificat COVID numérique de l’UE - citoyens de l’Union (C9-0104/2021 - Juan Fernando López Aguilar)
08-06-2021","J’ai voté en faveur de ce rapport (ainsi que de son corolaire pour les ressortissants de pays tiers résidant dans l’UE) qui instaure officiellement le certificat vert numérique européen. Ce certificat permettra à toute personne vaccinée, rétablie de la COVID ou testée négative de circuler de manière facilitée dans l’espace de l’UE. Ce certificat prendra la forme d’un code QR reconnu dans l’ensemble des 27 États afin de faciliter les opérations de contrôle. Le certificat présentera également des garanties en termes de protection des données personnelles des utilisateurs, qui ne pourront être utilisées à d’autres fins que celle de faciliter les déplacements en Europe.",08-06-2021
"Stratégie de l’UE en faveur de la biodiversité à l’horizon 2030: Ramener la nature dans nos vies (A9-0179/2021 - César Luena)
08-06-2021","J’ai voté en faveur de cette résolution qui répond très bien aux attentes de notre délégation Renaissance et aux ambitions qui ont été les nôtres depuis notre élection. Ce texte fait suite à la publication de la stratégie biodiversité présentée par la Commission en mai 2020 et son objectif général est de permettre une reconstitution de notre biodiversité européenne d’ici à 2030. Pour cela, il inclut différentes mesures visant à renforcer notre résilience face aux phénomènes climatiques extrêmes, aux conséquences du changement climatique, à l’insécurité alimentaire et aux épidémies. Nombre de demandes poussées par notre délégation ont été reprises dans la résolution parmi lesquelles l’objectif de protection de 30% des aires terrestres et maritimes ou encore la meilleure prise en compte du développement durable dans les accords commerciaux.",08-06-2021
"Mobilisation du Fonds européen d’ajustement à la mondialisation: demande EGF/2020/003 DE/ GMH Guss - Allemagne (A9-0189/2021 - Jens Geier)
07-06-2021","J’ai voté en faveur de ce rapport qui permet la mobilisation de 1 081 706 euros du Fonds de solidarité de l’UE pour venir en aide aux 476 personnes licenciées par la société GMH Guss en Allemagne. En mobilisant ces fonds, l’Europe soutient ses secteurs injustement impactés par la surproduction chinoise et la relocalisation d’activités dans des pays tiers aux normes environnementales moins strictes.",07-06-2021
"Mobilisation du Fonds européen d’ajustement à la mondialisation: demande EGF/2020/005 BE/Swissport – Belgique (A9-0188/2021 - Olivier Chastel)
07-06-2021",J’ai voté en faveur de ce rapport qui permet la mobilisation de 3 719 224 euros du Fonds de solidarité de l’UE pour fournir des services spécialisés aux 1 468 personnes licenciées par la société Swissport en Belgique en raison de la pandémie de COVID-19.,07-06-2021
"Mobilisation du Fonds européen d’ajustement à la mondialisation: demande EGF/2020/004 NL/KLM - Pays-Bas (A9-0187/2021 - Monika Vana)
07-06-2021",J’ai voté en faveur de ce rapport qui permet la mobilisation de 5 019 218 euros du Fonds de solidarité de l’UE pour fournir des services spécialisés aux 1 201 personnes licenciées par la société KLM aux Pays-Bas en raison de la pandémie de COVID-19.,07-06-2021
